team,model_margin_pre,blend_margin_pre,line,mkt_mean,model_w_pre,blend_w_pre
ATL,1.634340882797922,2.1974704216431964,49.5,49.5,45.16560254998411,46.58866192699635
BKN,-4.94324441763183,-5.633278778299656,27.5,27.5,28.673564872743224,27.054454793596474
BOS,0.7291961738670938,1.6128972546748974,45.5,45.5,42.86261660532062,45.11123768316491
CHA,1.6339715591557635,-1.1474177045276805,34.0,34.0,45.16466632177063,38.071439744139134
CHI,0.955617795254841,2.0167845706877428,50.5,50.5,43.44002841831988,46.13309729643489
CLE,6.0373194892386834,5.672528313744814,56.5,56.5,55.87621427818577,55.036535691643785
DAL,1.6035193117184863,-1.399456161661341,36.5,36.5,45.08745867707266,37.43048915216209
DEN,-4.297809844817653,-5.012622891419933,27.5,27.5,30.218928393111092,28.509167068271225
DET,-0.30177565547473584,-1.0916817750982333,36.5,36.5,40.22881616248301,38.21334146382021
GSW,5.567681660291648,6.474583831535006,59.5,59.5,54.79320032899149,56.86789382046728
HOU,4.710217843901523,5.339184938994725,56.5,56.5,52.771762335514275,54.25989854720093
IND,-1.412415063779906,-0.612266773528887,41.5,41.5,37.39756896032954,39.43581162974273
LAC,5.124512581989731,4.969531082505167,56.5,56.5,53.755228282659374,53.38876422378345
LAL,-5.340888323854818,-5.193973659101918,28.5,28.5,27.73611090302595,28.081098801241414
MEM,2.134920416277715,1.9999808491409663,50.5,50.5,46.43107443274957,46.09067702779766
MIA,0.07874960320435917,0.5770828332781919,46.5,46.5,41.201260979971735,42.47436494993171
MIL,-3.0934262800387065,-0.34251253964546047,42.5,42.5,33.17034615845982,40.124736941780796
MIN,-4.130968492206253,-4.72937308402497,27.5,27.5,30.622829517091088,29.182499667908015
NOP,-1.2981748673603273,0.34488077227445296,45.0,45.0,37.68790236559885,41.88131342561218
NYK,-6.426679245656369,-5.435945786361006,29.5,29.5,25.239936698784962,27.51377099581135
OKC,3.715720114141601,5.705798466425804,57.5,57.5,50.36464995408558,55.113567700337235
ORL,-0.8523902991662262,-1.5422744794161805,34.5,34.5,38.823134718402954,37.067888741044044
PHI,-5.268862552320347,-6.171028165921337,20.5,20.5,27.90503961108891,25.81879417825613
PHX,0.33608446799128283,-1.060053390647355,36.5,36.5,41.85884045224619,38.29388983334873
POR,-0.44943248950948245,-3.0299109076345907,28.5,28.5,39.85161057693638,33.32809590989214
SAC,-1.4388166741533996,-1.9264057277994515,36.0,36.0,37.33051095192005,36.095161706419205
SAS,5.429378623395358,4.76830970487978,56.5,56.5,54.4708907737955,52.91039337255936
TOR,-0.12039771428493898,1.298757298244502,46.5,46.5,40.69230121124435,44.31357852769375
UTA,0.4426292124749864,0.986627384753653,42.5,42.5,42.131012678084325,43.519052587633205
WAS,-0.7585778154460029,0.42669887046644406,45.5,45.5,39.062418748145696,42.09032259130981
